 站点名称,线路 ,lat,lng,town
 濂村,里16 ,23.225403,113.122284,里水镇,
 濂村路口,里16 ,23.223665,113.119956,里水镇,
 良登,丹08 ,23.024806,112.912861,丹灶镇,S269(樵丹北路)
 良豪(原钟边站),211、219、236、248、251、259、280 ,23.094624,113.098446,大沥镇,良濠路
 良教农场,227A ,22.970454,113.053176,乐从镇,Y005(三大公路)
 良教牌坊,227A ,22.968112,113.057008,乐从镇,良教东信南街
 良教沙牌坊,227A ,22.967236,113.060338,乐从镇,Y005(三大公路)
 良骐集团,里01 ,23.168808,113.126333,里水镇,环江东路
 良清堂,沥09 ,23.132348,113.108285,大沥镇,沥西路
 良田村,樵05 ,22.898079,112.935694,西樵镇,
 良溪,桂04、桂32 ,23.052186,113.158576,桂城街道,华翠北路
 良涌路口,江05 ,22.875055,112.937139,九江镇,S362(龙高路)
 梁村大道,丹01、丹02 ,23.115937,112.917093,丹灶镇,X512(中心公路)
 梁洲,里19 ,23.265373,113.139935,里水镇,梁洲大街
 粮油综合市场,江04B ,22.868874,113.067815,龙江镇,丰华南路
 梁洲村口站,里19 ,23.265719,113.138954,里水镇,沿江南路
 料美村路口,里03 ,23.072494,113.097507,大沥镇,乐城一路
 廖江村,樵16 ,22.911,112.977511,西樵镇,X510(环山大道)
 林村,丹05 ,22.947345,113.01279,南庄镇,养初南巷
 林岳市场,桂09、微循环2 ,22.997481,113.224913,桂城街道,林岳大道
 林岳村委,桂09、微循环2 ,22.997062,113.229917,桂城街道,林岳大道
 林岳幼儿园,桂09 ,23.042684,113.194842,桂城街道,新胜路
 岭贝,261A、南高18 ,23.108698,113.012398,狮山镇,科普中路
 菱王电梯,南高04、南高05、南高10 ,23.160163,112.979498,狮山镇,兴业北路
 岭南公交枢纽站,259、桂27 ,23.010935,113.117846,石湾镇街道,岭南大道
 岭南路北（广佛智城）,沥02、沥11 ,23.114525,113.141038,大沥镇,联滘工业大道
 岭南路中,沥11 ,23.114525,113.141038,大沥镇,联滘工业大道
 岭南,230、236、251、263、278、桂18、沥01、沥07、沥19 ,23.030031,113.107344,祖庙街道,建新路
 岭南路南（九龙公园）,沥11 ,23.114525,113.141038,大沥镇,联滘工业大道
 岭南站,沥15 ,23.110139,113.141596,大沥镇,S121(广佛路)
 岭头村,里09 ,23.240763,113.130757,里水镇,共同路
 岭西村,249 ,22.92857,112.945571,西樵镇,S363
 岭西（环山路）,樵03、樵05、樵16 ,23.108698,113.012398,狮山镇,科普中路
 岭西村委会,樵09、樵12、樵16 ,22.92857,112.945571,西樵镇,S363
 岭西禄舟村,樵09、樵12 ,22.92537,112.937989,西樵镇,S363
 岭西伦家寨站,樵06 ,22.94197,112.932198,西樵镇,西江公路
 刘边,南高09、南高21 ,23.173881,113.004374,狮山镇,X512(官华路)
 刘边（一环路口）,南高21、南高09 ,23.173881,113.004374,狮山镇,X512(官华路)
 领地海纳天河,沥05、沥10 ,23.090691,113.181625,大沥镇,盐秀路
 流潮社区,里02 ,23.188297,113.174189,里水镇,流潮大道
 刘洞村,南高14 ,23.114416,113.026758,狮山镇,科韵中路
 流星村口,里02 ,23.185781,113.169231,里水镇,佛山一环辅路
 流星站,里02 ,23.19028,113.171714,里水镇,流潮大道
 柳树基站,212、丹02、丹10、丹16 ,23.028408,112.953954,丹灶镇,罗西路
 六村,桂08、桂19、桂30 ,23.035434,113.196632,桂城街道,明德路
 龙东,238、沥04 ,23.127953,113.117213,大沥镇,香基路
 龙峰路口,236、255A、255B、江04 ,22.866156,113.0441,龙江镇,广湛公路华西路段
 龙高路口,江04、南海-高明 ,22.857158,113.019954,龙江镇,S362(龙高路)
 龙江派出所,237 ,22.871787,113.064852,龙江镇,龙洲西路
 龙江环运城管局,237 ,22.86401,113.077019,龙江镇,乐龙路辅路
 龙江片区分站,255A ,22.883699,113.049861,龙江镇,广湛公路辅路
 龙江苏溪,236、255A ,22.86127,113.031164,龙江镇,G325(广南线)
 龙江医院,江04B ,22.865351,113.071305,龙江镇,登东公路
