 名称,地址,服务时间,类型,联系电话等,许可证号,许可证有效期 ,lat,lng,town
 佛山市南海区九江大沙地美食店,佛山市南海区九江镇上西村江滨新区250号之一的二楼, ,中型餐馆, ,粤餐证字2014440605300008,2017-08-18 00:00:00.0 ,22.839388,112.976833,九江镇,上西大道
 佛山市南海区里水金子膳饺子店,佛山市南海区里水镇胜利村河塱沙中庄文化室侧3号, ,小吃店, ,0682C35649,2014-12-15 00:00:00.0 ,23.207845,113.186674,里水镇,中顺街
 佛山市南海区育林小学生托管服务部,佛山市南海区黄岐黄海路怡海花园18座1-6、19座1-5号写字楼, ,食堂, ,粤餐证字2013440605003379,2016-12-12 00:00:00.0 ,23.117667,113.181361,大沥镇,黄海路
 佛山市南海区狮山镇永安小学饭堂,佛山市南海区狮山镇官窑永安古岗, ,食堂, ,粤餐证字2013440605003380,2016-12-12 00:00:00.0 ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区聚江饮食店,佛山市南海区狮山镇官窑群岗大岗北祠堂前面长塘, ,大型餐馆, ,粤餐证字2013440605003381,2016-12-12 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区桂城叠南幼儿园,佛山市南海区桂城叠南东风村(叠滘小学侧), ,食堂, ,粤餐证字2013440605003382,2015-10-26 00:00:00.0 ,23.058759,113.125784,桂城街道,江头村路
 佛山市南海雍憬明珠大酒店（普通合伙）,佛山市南海区九江镇奇腾路锦成大厦, ,特大型餐馆, ,粤餐证字2013440605003384,2016-12-15 00:00:00.0 ,23.11884,113.195582,大沥镇,广佛路
 佛山市南海区大沥华亨士西式快餐店,佛山市南海区大沥镇沥东芦村城南7号, ,快餐店, ,粤餐证字2013440605003383,2016-12-15 00:00:00.0 ,23.108595,113.122938,大沥镇,芦村东区路
 佛山市南海区得义面馆,佛山市南海区罗村罗湖平安街15号之一铺, ,小型餐馆, ,粤餐证字2013440605003385,2016-12-15 00:00:00.0 ,23.06019,113.04384,狮山镇,平安街
 佛山市南海区九江镇社会事务办公室教育组饭堂,佛山市南海区九江镇教育路南乡路段, ,集体用餐配送单位, ,粤餐证字2013440605003386,2016-12-15 00:00:00.0 ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区牛红烽餐厅,佛山市南海区罗村下柏工业大道11号之1-3号商铺, ,中型餐馆, ,粤餐证字2013440605003387,2016-12-15 00:00:00.0 ,23.063613,113.022493,狮山镇,下柏工业大道
 佛山市南海区西樵阅莱阅好农庄,佛山市南海区西樵镇显岗富贤村路口旁, ,中型餐馆, ,粤餐证字2013440605003388,2016-12-15 00:00:00.0 ,22.932598,112.997663,西樵镇,
 佛山市南海区西樵镇凤旺阁餐厅,佛山市南海区西樵镇崇南大德综合城第二座首层206、207号, ,中型餐馆, ,粤餐证字2013440605003389,2016-12-15 00:00:00.0 ,22.932598,112.997663,西樵镇,
 佛山市南海区西樵太平聚贤美食店,佛山市南海区西樵镇太平里巷铁屎墩商铺, ,小型餐馆, ,粤餐证字2013440605003392,2016-12-16 00:00:00.0 ,22.932598,112.997663,西樵镇,
 佛山市南海区汇江大酒楼有限公司,佛山市南海区松岗南国桃园汇江假日花园, ,大型餐馆, ,粤餐证字2013440605003390,2016-12-16 00:00:00.0 ,23.171441,113.091321,狮山镇,
  佛山市南海区好夫妻小吃店,佛山市南海区桂城街道南一路25号名苑二区3号楼D2座22号铺, ,小吃店, ,粤餐证字2013440605003393,2016-12-16 00:00:00.0 ,23.053867,113.128455,桂城街道,海四路
 佛山市南海桃园铝业有限公司,佛山市南海区狮山镇松岗石泉管理区铁坑村, ,食堂, ,粤餐证字2013440605003395,2016-12-16 00:00:00.0 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区花胶皇后甜品屋,佛山市南海区桂城海四路10号丽雅苑中区(20-23座)3号商铺, ,饮品店, ,粤餐证字2013440605003394,2016-12-16 00:00:00.0 ,23.051942,113.132683,桂城街道,海三路
 佛山市南海区大沥镇水头小学,佛山市南海区大沥镇水头村, ,食堂, ,粤餐证字2013440605003397,2014-12-27 00:00:00.0 ,23.092246,113.126413,大沥镇,沥水南路
 佛山市南海区桂城街道夏东小学,佛山市南海区桂城街道夏东居委会侧, ,食堂, ,粤餐证字2013440605003396,2016-12-16 00:00:00.0 ,23.036971,113.18012,桂城街道,佛平四路
 佛山市南海区四味牛杂店,佛山市南海区桂城街道南新一路9号桂华花园B座2号铺, ,小吃店, ,粤餐证字2013440605003398,2016-12-17 00:00:00.0 ,23.027316,113.143895,桂城街道,南新一路
 佛山市南海区平尚羊庄,佛山市南海区桂城平南村平南五斗桥出入口内, ,大型餐馆, ,粤餐证字2013440605003399,2016-12-17 00:00:00.0 ,23.009351,113.174585,桂城街道,
 佛山市南海区西樵潮潮小食店,佛山市南海区西樵镇沙边新村20号地下铺, ,小吃店, ,粤餐证字2013440605003400,2016-12-17 00:00:00.0 ,22.946027,112.985024,西樵镇,江浦东路
 佛山市南海区西樵行缘包子店,佛山市南海区西樵镇西樵村中坊村永兴大街24号首层, ,小吃店, ,粤餐证字2013440605003401,2016-12-17 00:00:00.0 ,22.953523,112.971714,西樵镇,永宁大街
 佛山市南海区三养堂养生素食馆,佛山市南海区桂城街道南海大道北49号南海广场第七层编号L7-2, ,中型餐馆, ,粤餐证字2013440605003402,2016-12-17 00:00:00.0 ,23.045477,113.134236,桂城街道,南海大道
 佛山市南海贝豪生化科技有限公司,佛山市南海区里水镇和顺金逢路东坡州, ,食堂, ,粤餐证字2013440605003404,2016-12-18 00:00:00.0 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海区桂城青橙时光饮品店,佛山市南海区桂城街道南一路31号时代名轩北区首层113号商铺, ,饮品店, ,粤餐证字2013440605003405,2016-12-18 00:00:00.0 ,23.060653,113.129068,桂城街道,南一路
 佛山市南海区新街面馆,佛山市南海区狮山镇官窑凤源东路59号首层、二层, ,小吃店, ,粤餐证字2013440605003407,2016-12-18 00:00:00.0 ,23.231741,113.075861,狮山镇,凤源东路
 佛山市南海区里水布新幼儿园,佛山市南海区里水布新村莲塘大道, ,食堂, ,粤餐证字2013440605003410,2016-12-18 00:00:00.0 ,23.216767,113.096679,里水镇,布新大道
 佛山市南海英之钱小食店,佛山市南海区狮山镇官窑永安大道东49号5号铺之一, ,小吃店, ,粤餐证字2013440605003408,2016-12-18 00:00:00.0 ,23.229661,113.083057,狮山镇,永安大道
 佛山市南海创兴品味茶居,佛山市南海区桂城街道深海路17号瀚天科技城A区6号楼一楼103单元, ,中型餐馆, ,粤餐证字2013440605003411,2016-12-19 00:00:00.0 ,23.029417,113.17049,桂城街道,深海路
 佛山市南海区餐餐惯餐厅,佛山市南海区桂城北约石桥盎基尾31号首层商铺, ,小型餐馆, ,粤餐证字2013440605003415,2016-12-19 00:00:00.0 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海盐步桂苑酒家,佛山市南海区盐步桂江桥西侧, ,大型餐馆, ,粤餐证字2013440605003416,2016-12-19 00:00:00.0 ,23.080888,113.136022,大沥镇,穗盐西路
 瀚蓝环境股份有限公司（第二水厂食堂),佛山市南海区狮山镇小塘原跃进分场旧址, ,食堂, ,粤餐证字2013440605003417,2014-07-26 00:00:00.0 ,23.110212,112.954844,狮山镇,X512
 佛山市南海区季诚饮食店,佛山市南海区里水镇里水大道北89号星御名都商场二层251、252号铺, ,中型餐馆, ,粤餐证字2013440605003418,2016-12-22 00:00:00.0 ,23.201541,113.151403,里水镇,下塘路
 佛山市南海区大沥轩记小吃店,佛山市南海区大沥镇江南路38号之二首层, ,小吃店, ,粤餐证字2013440605003419,2016-12-22 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区西樵一品天香小食店,佛山市南海区西樵镇官山城区海北西路3号首层23号铺, ,小吃店, ,0682C32435,2015-01-25 00:00:00.0 ,22.94461,112.974936,西樵镇,文德路
 佛山市南海区瀚源饮食店,佛山市南海区罗村街道联星上二村沙塘明珠广场A座A3号商铺, ,大型餐馆, ,粤餐证字2012440605001119,2015-10-18 00:00:00.0 ,23.06477,113.085711,狮山镇,桂丹路辅路
 佛山市南海区西樵德比利茶餐厅,佛山市南海区西樵镇西樵村西吴村“过境路边”商业广场-C1栋11-14号, ,中型餐馆, ,粤餐证字2013440605001881,2016-04-09 00:00:00.0 ,22.941685,112.974095,西樵镇,江浦西路
 佛山市南海区城中轩休闲中心,佛山市南海区桂城街道平洲夏东孔溪股份经济社李容塘仔地, ,快餐店, ,0682C27247,2016-01-17 00:00:00.0 ,23.036971,113.18012,桂城街道,佛平四路
 佛山市南海区官窑自来水厂,佛山市南海区狮山镇官窑大道19号, ,食堂, ,粤餐证字2012440605000753,2015-08-21 00:00:00.0 ,23.23121,113.075549,狮山镇,凤源东路
 佛山市南海区显威五金塑料有限公司,佛山市南海区西樵镇海舟开发区三乡路, ,食堂, ,粤餐证字2013440605003422,2016-12-22 00:00:00.0 ,23.135296,113.194264,大沥镇,三乡路
 佛山市南海区西樵川味轩小食店,佛山市南海区西樵镇朝山工业一区的商铺, ,小型餐馆, ,粤餐证字2013440605003423,2016-12-22 00:00:00.0 ,22.872759,112.960965,九江镇,龙高路辅路
 佛山市南海聚棠砂锅粥美食店,佛山市南海区丹灶镇东联东和圩第C座021、022铺位, ,小型餐馆, ,粤餐证字2013440605003424,2016-12-22 00:00:00.0 ,22.800563,113.16514,杏坛镇,工业二路
 佛山市南海区东谷小食店.,佛山市南海区罗村北湖一路碧翠豪城6-9座首层商铺18号, ,小吃店, ,粤餐证字2013440605003425,2016-12-22 00:00:00.0 ,23.064266,113.047828,狮山镇,金湖一街
 佛山市南海区丹灶金福湘酒楼,佛山市南海区丹灶镇樵丹北路7号南海亿美实业有限公司6号展览厅首层42及夹层42-47号商铺, ,中型餐馆, ,粤餐证字2013440605003426,2016-12-22 00:00:00.0 ,23.041812,112.90575,丹灶镇,樵丹北路
 佛山市南海区泽信酒楼,佛山市南海区狮山镇罗村社会管理处桂丹路街边路段（街边幼儿园旁）的商铺, ,大型餐馆, ,粤餐证字2013440605003427,2016-12-23 00:00:00.0 ,23.055613,113.04271,狮山镇,城中路
 佛山市南海区旺康食店,佛山市南海区桂城南桂东路花苑广场11座101号车库, ,小型餐馆, ,粤餐证字2013440605003428,2016-12-23 00:00:00.0 ,23.035248,113.144762,桂城街道,南桂东路
 佛山市南海区天鹅王饺子馆,佛山市南海区桂城街道平洲新景路美食广场五座9号, ,小吃店, ,粤餐证字2013440605003429,2016-12-23 00:00:00.0 ,23.039385,113.205114,桂城街道,江右大街
 佛山市南海区电缆幼儿园,佛山市南海区桂城街道平洲永安中路26号, ,食堂, ,粤餐证字2013440605003430,2016-12-23 00:00:00.0 ,23.03127,113.201282,桂城街道,永安中路
 佛山市南海区桂城森井烧鹅快餐店,佛山市南海区桂城街道桂平西路2号鹿璟村俊雅居首层商铺102号商铺, ,快餐店, ,粤餐证字2013440605003431,2016-12-23 00:00:00.0 ,23.035348,113.150793,桂城街道,桂平西路
 佛山市南海佛广交通集团有限公司小塘汽车客运站,佛山市南海区狮山镇小塘三环西路, ,食堂, ,粤餐证字2013440605003433,2016-12-23 00:00:00.0 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区虾球小食店,佛山市南海区桂城街道孔溪股份经济社五登围工业开发区, ,小吃店, ,粤餐证字2013440605003435,2016-12-23 00:00:00.0 ,23.045367,113.184751,桂城街道,公路边街
 佛山市南海区旗杰美食店,佛山市南海区狮山镇小塘三环东路9号上林苑2栋18号商铺，编号：P14号, ,小吃店, ,粤餐证字2013440605003434,2016-12-23 00:00:00.0 ,23.091213,112.98175,狮山镇,四环路
 佛山市南海区恺歌酒楼,佛山市南海区桂城街道平南新综合楼（平南小学天桥旁边）, ,中型餐馆, ,粤餐证字2013440605003436,2014-09-27 00:00:00.0 ,23.02142,113.198428,桂城街道,永安南路
 佛山市南海区里水沙涌幼儿园,佛山市南海区里水镇沙涌大道中47号, ,食堂, ,粤餐证字2013440605003437,2016-12-24 00:00:00.0 ,23.14746,113.160359,里水镇,沙涌大道
 佛山市南海区健德康小食店,佛山市南海区桂城街道平洲大德公寓铺位A9-10商铺, ,小型餐馆, ,粤餐证字2013440605003438,2016-12-24 00:00:00.0 ,23.036249,113.195193,桂城街道,大德路
 佛山市南海区岐胜酒楼,佛山市南海区大沥镇黄岐广佛路49号, ,中型餐馆, ,粤餐证字2013440605003439,2015-03-23 00:00:00.0 ,23.118475,113.195027,大沥镇,广佛路
 佛山市南海区春风满面店,佛山市南海区桂城街道平洲永安路62号, ,小吃店, ,粤餐证字2013440605003441,2016-12-24 00:00:00.0 ,23.032714,113.203656,桂城街道,永安中路
 佛山市南海区全利美食店,佛山市南海区罗村芦塘工业区长安路2号之7、8号, ,小型餐馆, ,粤餐证字2013440605003442,2016-12-24 00:00:00.0 ,23.076399,113.031198,狮山镇,佳琪路
 佛山市南海区里水应宝潮餐厅,佛山市南海区里水镇草场大道南二路2号, ,大型餐馆, ,粤餐证字2013440605003443,2016-12-24 00:00:00.0 ,23.191395,113.189198,里水镇,大街
 佛山市南海区西樵爱上缘味餐厅,佛山市南海区西樵镇江浦东路1号首层6号, ,小型餐馆, ,粤餐证字2013440605003444,2016-12-24 00:00:00.0 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海兴宴餐饮有限公司,佛山市南海区里水镇大冲联星村“车边步”商铺5-8号, ,中型餐馆, ,粤餐证字2013440605003445,2016-12-24 00:00:00.0 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海大沥盐步高宁富驴庄,佛山市南海区大沥镇盐步穗盐路北3号迎海国际茶都自编A1-11号铺, ,大型餐馆, ,粤餐证字2013440605003446,2016-12-24 00:00:00.0 ,23.097454,113.202949,大沥镇,穗盐东路
 佛山市南海区大沥韵榕轩饭店,佛山市南海区大沥镇谢边社区谢边村对海沙田围渡头脚广佛高速公路出口收费站东侧, ,大型餐馆, ,粤餐证字2013440605003447,2016-12-24 00:00:00.0 ,23.075041,113.102329,大沥镇,S15(沈海高速广州支线)
 佛山市南海区狮山日益美食店,佛山市南海区狮山镇唐边村中秀一村民小组, ,中型餐馆, ,粤餐证字2013440605003448,2016-12-25 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区九江蔡荔员小食店,佛山市南海区九江镇新龙管理区龙涌村龙涌街道, ,小吃店, ,粤餐证字2013440605003450,2016-12-25 00:00:00.0 ,22.91475,113.162391,北滘镇,龙涌大道
 佛山市南海区食尚部落餐厅,佛山市南海区罗村下柏工业大道29号厂房1首层B1号铺, ,中型餐馆, ,粤餐证字2013440605003451,2016-12-25 00:00:00.0 ,23.064658,113.016577,狮山镇,下柏工业大道
 佛山市南海区景明轩快餐店,佛山市南海区狮山镇官窑大道11号之一首层自编1、3号铺, ,快餐店, ,粤餐证字2013440605003454,2016-12-25 00:00:00.0 ,23.232109,113.074969,狮山镇,官窑大道
 佛山市南海区大沥镇黄岐新聚鲜酒楼,佛山市南海区黄岐广佛路大转湾238号综合楼凯民茶博城内A13座首层（东座）号, ,大型餐馆, ,粤餐证字2013440605003456,2016-12-25 00:00:00.0 ,23.108261,113.176171,大沥镇,广佛路
 佛山市南海区西樵镇珍味馆,佛山市南海区西樵镇官山城区龙泉路顺丰楼首层03号商铺, ,中型餐馆, ,粤餐证字2013440605003458,2016-12-26 00:00:00.0 ,22.943238,112.982995,西樵镇,江浦东路
 佛山市南海区好盈客快餐有限公司,佛山市南海区桂城街道桂澜南路45号怡翠世嘉购物商场一层A1-21B、22A号商铺, ,大型餐馆, ,粤餐证字2013440605003460,2016-12-26 00:00:00.0 ,23.013695,113.149062,桂城街道,桂澜路
 佛山市南海区西樵志兴餐饮店,佛山市南海区西樵官山江浦东路1号南丝针织楼侧, ,快餐店, ,粤餐证字2013440605003461,2016-12-26 00:00:00.0 ,22.943006,112.980214,西樵镇,江浦东路
 佛山市南海区大沥黄岐荣哥美食店,佛山市南海区大沥镇黄岐广佛路中南花园二期辉海路首层13号商铺, ,快餐店, ,粤餐证字2013440605003462,2014-11-15 00:00:00.0 ,23.111045,113.186668,大沥镇,南海路
 佛山市南海区里水徐前秀饮食店,佛山市南海区里水镇胜利河塱沙市场9号, ,小吃店, ,0682C35016,2014-09-02 00:00:00.0 ,23.042361,113.041289,狮山镇,沿江南路
 佛山市南海星晴饮品店,佛山市南海区狮山镇小塘城区思贤路雅苑B座7号铺, ,饮品店, ,粤餐证字2013440605001735,2016-02-29 00:00:00.0 ,23.099157,112.977493,狮山镇,四环路
 佛山市南海美伦鞋业有限公司,佛山市南海区里水镇沙涌工业区, ,食堂, ,0682D09201,2014-09-26 00:00:00.0 ,23.016049,113.047867,张槎街道,莲丰东路
 佛山市南海御泉水汇休闲会馆有限公司,佛山市南海区大沥镇黄岐广佛一路98号嘉洲广场第四层, ,中型餐馆, ,粤餐证字2014440605100037,2017-09-04 00:00:00.0 ,23.111546,113.183408,大沥镇,广佛一路
 佛山市南海区清源小楼美食店,佛山市南海区桂城街道海五路54街区俊雅花园51、52座首层二号商铺之四, ,小吃店, ,粤餐证字2013440605003463,2016-12-29 00:00:00.0 ,23.060801,113.132867,桂城街道,海六路
 佛山市南海区西樵鲜芋奇圆冷饮店,佛山市南海区西樵镇江浦西路4号1座首层（51号）, ,饮品店, ,粤餐证字2013440605003464,2016-12-29 00:00:00.0 ,22.949658,112.976149,西樵镇,庆和街
