 名称,许可证号,许可证有效期,地址,类型 ,lat,lng,town
 佛山市南海湘尊酒楼,粤餐证字2013440605002146,2016-05-28,佛山市南海区狮山镇穆院村“牛巷口”狮山美食城综合楼叁栋首层西边,中型餐馆 ,23.125441,113.006309,狮山镇,政协路
 佛山市南海区大沥园东权祥凉茶店,粤餐证字2013440605002158,2016-05-30,佛山市南海区大沥镇园东路西一巷4号之一,饮品店（凉茶店） ,23.114828,113.119134,大沥镇,园东路
 佛山市南海区松岗芳良包点店,粤餐证字2013440605002183,2016-06-03,佛山市南海区狮山镇松岗富民路10号铺,小吃店 ,23.142575,113.09897,狮山镇,富民路
 佛山市南海区吴芊芊早餐店,粤餐证字2013440605002220,2016-06-07,佛山市南海区桂城街道简平路2号怡翠馨园首层096号商铺,小吃店 ,23.030116,113.16512,桂城街道,佛山一环辅路
 佛山市南海区新趣酒楼,粤餐证字2013440605002213,2016-06-06,佛山市南海区狮山镇广云路高边张边路段,中型餐馆 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海大沥盐步嘉顺华女面馆,粤餐证字2013440605002243,2016-06-13,佛山市南海区大沥镇盐步华夏东苑1号盐步游泳场7号商铺,小吃店 ,23.10018,113.172349,大沥镇,华夏商业街
 佛山市南海区西樵燕芳小食店,粤餐证字2013440605002258,2016-06-16,佛山市南海区西樵太平管理区市场南侧国泰街2号,快餐店 ,22.931583,112.910564,西樵镇,胜意街
 佛山市南海区西樵银龙茶艺馆,粤餐证字2013440605002263,2014-08-16,佛山市南海区西樵镇崇南村大德综合城4座404至408铺,大型餐馆 ,22.966425,112.963149,西樵镇,顺群路
 佛山市南海区鸣翠饮食店,粤餐证字2013440605002281,2016-06-19,佛山市南海区狮山镇官窑瑶平路北侧商铺1号二楼1号铺,大型餐馆 ,23.22772,113.080551,狮山镇,永安大道
 狮山镇人民政府机关饭堂（小塘交管楼饭堂）,粤餐证字2013440605002269,2016-06-18,佛山市南海区狮山镇小塘三环西路交管楼负一层,食堂 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海将太十八本日式餐馆,粤餐证字2013440605002291,2016-06-23,佛山市南海区盐步穗盐西路“园洲”地段依之妮内衣有限公司厂房首层2-4号铺,小型餐馆 ,23.094182,113.161118,大沥镇,穗盐西路
 佛山市南海区蛇王兄饮食店,粤餐证字2013440605002294,2016-06-23,佛山市南海区桂城街道灯湖西路20号保利水城2栋15铺A1号,小吃店 ,23.062406,113.143216,桂城街道,海七路
 佛山市南海区水墨徽州私房菜馆,粤餐证字2013440605002295,2015-04-16,佛山市南海区桂城街道南新一路石桥侧商铺（东二文化中心首层）,中型餐馆 ,23.162283,112.893964,西南街道,月桂一路
 佛山市南海大沥杏田苑美食店,粤餐证字2013440605002311,2016-06-24,佛山市南海区大沥沥北坎东村,大型餐馆 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区桂城济兴凉茶店,粤餐证字2013440605002327,2016-06-30,佛山市南海区桂城街道天佑六路南约一区24号地铺,饮品店（凉茶店） ,23.01851,113.209481,桂城街道,宝翠路
 佛山市南海区浸记美食店,粤餐证字2013440605002303,2016-06-24,佛山市南海区桂城石桂澜路D7区最南面地段A16＃、A17＃铺位,中型餐馆 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区宏胜图餐饮有限公司,粤餐证字2013440605002328,2016-06-30,佛山市南海区桂城街道怡海路南海壹品广场12号楼01号铺,大型餐馆 ,23.022549,113.156595,桂城街道,怡海路
 佛山市南海区唐圆餐厅,粤餐证字2013440605002347,2016-07-01,佛山市南海区狮山镇狮山广场D座一层06号铺,快餐店 ,23.126844,113.004924,狮山镇,狮城路辅路
 广东志高空调有限公司营销大楼,粤餐证字2013440605002410,2016-07-15,佛山市南海区里水镇胜利工业区,食堂 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海南樵宏八饭店,粤餐证字2013440605002405,2016-07-14,佛山市南海区西樵山根莘村廖家,大型餐馆 ,22.932934,112.973791,西樵镇,
 佛山市南海包德凉茶饮料有限公司,粤餐证字2013440605002408,2016-07-14,佛山市南海区大沥镇黄岐岐西路岐江广场A、D、E座13号铺,饮品店（凉茶店） ,23.113707,113.184069,大沥镇,岐西路
 佛山市南海鹏顺烧味店,粤餐证字2013440605002411,2016-07-15,佛山市南海区狮山镇小塘育才街6号汇星苑首层102号铺,快餐店 ,23.138232,112.955452,狮山镇,S263(广云路)
 佛山市南海区官窑善锋小食店,粤餐证字2013440605002412,2016-07-15,佛山市南海区狮山镇官窑刘边计量站首层1号铺,小吃店 ,23.094597,113.004916,狮山镇,兆和路
 佛山市南海酷脆奶茶店,粤餐证字2013440605002414,2016-07-15,佛山市南海区桂城街道南一路31号时代名轩南区首层商铺110号,饮品店 ,23.056694,113.128918,桂城街道,南一路
 佛山市南海区宾宛面店,粤餐证字2013440605002415,2016-07-15,佛山市南海区桂城街道夏西大道一坊1至2号,小吃店 ,23.048647,113.164467,桂城街道,夏西大道
 佛山市南海耀铭家厨菜馆,粤餐证字2013440605002413,2016-07-15,佛山市南海区狮山镇小塘洞边村委员会工业园服务区E栋1、2、3、6、8、10号铺,中型餐馆 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区桂城叠南诸邀一家餐馆,粤餐证字2013440605002416,2016-07-15,佛山市南海区桂城街道叠南村委会陈丰村“四方岭”南方商业广场二期商铺首层铺位之北A1—北A3和北B1—B3,中型餐馆 ,23.030401,112.865275,白坭镇,S269
 佛山市南海区桂城海逸城市幼儿园,粤餐证字2013440605002417,2016-07-15,佛山市南海区桂城街道平洲怡海路海逸城市花园,食堂 ,23.020602,113.171142,桂城街道,上海新村三区一巷
 佛山市南海区大沥锦赞甜品店,粤餐证字2013440605002419,2016-07-15,佛山市南海区盐步横江劲龙综合市场北侧14号铺,小型餐馆 ,23.110561,113.165241,大沥镇,横沙路
 佛山市南海区桂城小红缨少儿托管中心,粤餐证字2013440605002418,2016-07-15,佛山市南海区桂城南桂二街三号,食堂 ,23.036902,113.12034,祖庙街道,南桂二街
 佛山市南海区里水瀚琳餐厅,粤餐证字2013440605002420,2016-07-15,佛山市南海区里水镇和顺白岗棠溪村桥南枫基1号首层,中型餐馆 ,23.234243,113.151726,里水镇,棠溪村南大街
 佛山市小肥羊餐饮有限公司桂城分公司,粤餐证字2013440605002421,2016-05-13,佛山市南海区桂城南桂东路66号桂南名都二楼097-140号,中型餐馆 ,23.035186,113.149581,桂城街道,南桂东路
 佛山市南海区金轩煌酒店（普通合伙）,粤餐证字2013440605002423,2016-07-15,佛山市南海区大沥镇黄岐泌冲建设大道以北沙溪商业综合楼自编6号,中型餐馆 ,23.01708,113.142664,祖庙街道,星星人行天桥
 佛山市南海区平洲海积美食餐厅,粤餐证字2013440605002425,2016-07-16,佛山市南海区平洲南港路美食广场三座1号首层,大型餐馆 ,23.035463,113.191537,桂城街道,大德路
 佛山市南海区第七人民医院（盐步医院）,粤餐证字2013440605002424,2016-07-16,佛山市南海区盐步跃进路2号,食堂 ,23.092656,113.173682,大沥镇,跃进路
 佛山市华兴保温器皿有限公司,粤餐证字2013440605002426,2016-07-16,佛山市南海区西樵镇西樵科技工业园百业大道41号,食堂 ,22.960688,112.897465,西樵镇,百业大道
 佛山市南海区兴凯小食店,粤餐证字2013440605002428,2016-07-16,佛山市南海区罗村上柏元武头工业区工业一路路之友公司对面,小型餐馆 ,23.077098,113.021332,狮山镇,桂丹路辅路
 佛山市南海区西樵芳朝小食店,粤餐证字2013440605002427,2016-07-16,佛山市南海区西樵镇简村村委会商铺12号铺,小吃店 ,22.945429,112.948071,西樵镇,S113(西樵西路)
 佛山市南海区鄂哥饮食店,粤餐证字2013440605002429,2016-07-16,佛山市南海区狮山镇松岗联表管理区公路东（自编1号首层）,小型餐馆 ,23.156127,113.096021,狮山镇,联镳大道
 佛山市南海区方香豆坊狮山专卖店,粤餐证字2013440605002430,2016-07-16,佛山市南海区狮山镇狮山办事处狮山中心城区俊景中路8座4号,饮品店 ,23.128072,113.003922,狮山镇,俊景中路
 佛山市南海应辉甜品美食坊,粤餐证字2013440605002431,2016-07-16,佛山市南海区狮山镇小塘城区永安路惠雅苑一期1栋10号铺,饮品店 ,23.099157,112.977493,狮山镇,四环路
 爱信精机(佛山)车身零部件有限公司,粤餐证字2013440605002433,2016-07-16,佛山市南海高新产业园小塘园区三环西路A区5号,食堂 ,23.106411,112.964725,狮山镇,三环西路
 佛山市南海区名臣小食店,粤餐证字2013440605002432,2016-07-16,佛山市南海区狮山镇小塘新境唐西村花岗顶1号（综合楼）一层2、3号铺,小型餐馆 ,23.077642,112.979,狮山镇,桂丹西路辅路
 佛山市南海区西樵有口福餐厅,粤餐证字2013440605002434,2016-07-17,佛山市南海区西樵镇西樵村周家村民小组海北路汝南楼C座3号,大型餐馆 ,22.945328,112.973485,西樵镇,文庆街
 佛山市南海区尹氏凉茶店,粤餐证字2013440605002435,2016-07-17,佛山市南海区大沥镇黄岐海北广场一楼F区G01号商铺,饮品店（凉茶店） ,23.135118,113.184148,大沥镇,三乡路
 佛山市南海区华联制衣厂,粤餐证字2013440605002436,2016-07-17,佛山市南海区大沥镇黄岐办事处六联村委会东侧,食堂 ,23.119517,113.181721,大沥镇,鄱阳路
 佛山大家乐饮食有限公司南海大道分店,粤餐证字2013440605002437,2016-07-17,佛山市南海区桂城南海大道北51号（原南海大道中41号）财汇大厦首层1A25商铺,快餐店 ,23.044327,113.134216,桂城街道,南海大道
 佛山市南海区罗村上柏周少飞小食店,粤餐证字2013440605002438,2016-07-17,佛山市南海区罗村上柏为群综合市场西侧6号铺,小吃店 ,23.077098,113.021332,狮山镇,桂丹路辅路
 佛山市南海区大沥元隆猪脚快餐店,粤餐证字2013440605002439,2016-07-17,佛山市南海区大沥镇环镇路4号之5商铺,快餐店 ,23.115953,113.11478,大沥镇,环镇路
 佛山市南海区九江幸润快餐店,粤餐证字2013440605002441,2016-07-18,佛山市南海区九江镇龙高路烟南路段（潘祥松综合楼1号铺）,中型餐馆 ,22.872065,112.956468,九江镇,S362(龙高路)
 佛山市南海五朝烩食府,粤餐证字2013440605002442,2016-07-18,佛山市南海区桂城街道东平路20号金百福都市广场D栋B座2楼,中型餐馆 ,23.027038,113.165571,桂城街道,庆安路
 佛山市南海区桂城金多福餐厅,粤餐证字2013440605002443,2016-07-18,佛山市南海区桂城街道东平路20号金百福都市广场C栋03号商铺,小型餐馆 ,23.027597,113.16504,桂城街道,平海路
 佛山市南海区爱尚西典餐厅,粤餐证字2013440605002440,2016-07-18,佛山市南海区桂城街道南海大道北75号凯德广场·桂城02层25号,小型餐馆 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 佛山市南海区万金美食店,粤餐证字2013440605002444,2016-07-18,佛山市南海区桂城街道季华东路冯格孖塘4号铺,中型餐馆 ,23.096391,113.171955,大沥镇,盐步大道
 佛山市南海区天时云吞面店,粤餐证字2013440605002445,2016-07-18,佛山市南海区桂城南桂东路66号桂南名都二期商业物业（百花时代广场）壹楼201、202号,快餐店 ,23.035186,113.149581,桂城街道,南桂东路
 佛山市南海区尚谷奶咖饮品店,粤餐证字2013440605002446,2016-07-18,佛山市南海区桂城街道东二中心村中心大街1号自编2号铺,饮品店 ,23.029747,113.154139,桂城街道,中心大街
 一汽-大众汽车有限公司佛山分公司,粤餐证字2013440605002447,2016-07-18,佛山市南海区狮山镇南海软件科技园内创业中心（办公楼）A座109室,食堂 ,23.141312,113.021098,狮山镇,信息大道南
 佛山市树精灵餐饮管理有限公司罗村分公司,粤餐证字2013440605002448,2016-07-18,佛山市南海区罗村街道罗湖北区金湖花园富乐宛地下5号车房,饮品店 ,23.064238,113.048236,狮山镇,金湖二街
 佛山市南海区丹灶余杨妹小食店,粤餐证字2013440605002449,2016-07-18,佛山市南海区丹灶镇金沙联安综合市场G座首层13号铺位,小吃店 ,23.030498,112.959118,丹灶镇,四约村北大街
 佛山市质安职业资格培训中心,粤餐证字2013440605002450,2016-07-18,佛山市南海区狮山镇狮山镇狮山办事处科技路,食堂 ,23.126301,113.001942,狮山镇,俊景南路
 佛山市南海区久添小食店,粤餐证字2013440605002451,2016-07-18,佛山市南海区狮山镇狮山南海湖景湾花园07栋底层110号商铺,小吃店 ,23.121009,112.996194,狮山镇,银湖西路
 佛山市南海区丰东湘菜馆,粤餐证字2013440605002452,2016-07-18,佛山市南海区盐步河西莺涌村土名“孖石特”2座2号铺,小型餐馆 ,23.026851,113.112602,祖庙街道,卫国路
 佛山市南海灿记食府,粤餐证字2013440605002453,2016-07-18,佛山市南海区大沥钟边铁村新区雅舍楼铺位,大型餐馆 ,23.106812,113.109657,大沥镇,城南二路
 佛山市南海区西樵湘味小食店,粤餐证字2013440605002454,2016-07-21,佛山市南海区西樵海舟开发区小食店3号铺,小型餐馆 ,23.006957,113.073623,石湾镇街道,高庙路
 佛山市南海九江辉兴饮食店,粤餐证字2013440605002455,2016-07-21,佛山市南海区九江镇人民路2号,快餐店 ,22.834447,113.010946,九江镇,人民路
 佛山市南海皇尚酒家,粤餐证字2013440605002456,2016-07-21,佛山市南海区狮山镇小塘村横溪村民小组（土名：上水坑）,中型餐馆 ,23.088758,112.968643,狮山镇,唐南路
 佛山市南海区西樵杨玉堂小食店,粤餐证字2013440605002458,2016-07-21,佛山市南海区西樵上金瓯沙基铺幼儿园首层,小吃店 ,22.988224,112.910126,西樵镇,S269(大岗东路)
 佛山市南海区西樵王世彬小食店,粤餐证字2013440605002459,2016-07-21,佛山市南海区西樵上金瓯文北村11号铺,小型餐馆 ,22.988224,112.910126,西樵镇,S269(大岗东路)
 佛山市南海区罗村宜品湘酒楼（普通合伙）,粤餐证字2013440605002460,2015-07-04,佛山市南海区罗村北湖一路6号海宜商业楼首层2、3号铺,中型餐馆 ,23.081915,113.044875,狮山镇,和贵路
 佛山市南海区大沥味滋源美食馆,粤餐证字2013440605002461,2016-07-21,佛山市南海区大沥镇盐步世贸纺织城内B3座11-14号商铺,中型餐馆 ,22.995916,113.121755,石湾镇街道,港口路
 佛山市南海区叠香小食店,粤餐证字2013440605002462,2016-07-22,佛山市南海区桂城街道叠南陈丰村B51号首层,小吃店 ,23.053921,113.124742,桂城街道,海四路
 佛山市瀚品餐饮有限公司,粤餐证字2013440605002463,2016-07-22,桂城街道平东村胜利路综合楼一楼A1铺,大型餐馆 ,23.025356,113.203586,桂城街道,玉器街
 佛山市南海区布依川菜酒楼,粤餐证字2013440605002464,2016-07-22,佛山市南海区狮山镇穆院村“牛巷口”狮山美食城综合楼二首层东边1号铺,大型餐馆 ,23.125441,113.006309,狮山镇,政协路
 佛山市南海区大沥嘉蓓少儿托管中心,粤餐证字2013440605002465,2016-07-22,佛山市南海区大沥镇沥东村委会祺兴花园首层14、15号铺,食堂 ,23.118522,113.123628,大沥镇,教育北路
 佛山市南海区金沙下安鸿福小食店,粤餐证字2013440605002466,2016-07-22,佛山市南海区丹灶镇金沙下安王家,大型餐馆 ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区里水胜利餐厅,粤餐证字2013440605002467,2015-01-11,佛山市南海区里水镇里广路161号,大型餐馆 ,23.195459,113.170268,里水镇,里广路
 佛山市南海区西樵西岸紫庆东寨农庄,粤餐证字2013440605002468,2016-07-23,佛山市南海区西樵西岸田心村（即村门口田尾段鱼塘）,中型餐馆 ,23.038714,112.955039,丹灶镇,田心大街
 佛山市南海区西樵天外天川粤菜火锅店,粤餐证字2013440605002469,2016-07-23,佛山市南海区西樵今易德商贸广场B座27-28号铺,中型餐馆 ,22.947236,112.906107,西樵镇,河岗大道
 佛山市南海区松岗佳喜饮食店,粤餐证字2013440605002470,2016-07-23,佛山市南海区狮山镇松岗联表西村253号,中型餐馆 ,23.159246,113.092279,狮山镇,X493(松岗大道)
 佛山市南海区狮山唐强伟小吃店,粤餐证字2013440605002471,2016-07-23,佛山市南海区狮山镇狮山办事处红岭路唐边大岭工业区商铺,小吃店 ,23.126301,113.001942,狮山镇,俊景南路
 佛山市南海区九江湘许人家湘菜馆,粤餐证字2013440605002473,2016-07-24,佛山市南海区九江镇梅圳村上北大道农科站内商业街综合楼2F号商铺,小型餐馆 ,23.129717,113.001205,狮山镇,丽怡路
 佛山市南海区九江新威快餐店,粤餐证字2013440605002474,2016-07-24,佛山市南海区九江镇沙头工业园A区工业大道旁的商铺A1座第二铺,快餐店 ,22.914506,113.041503,九江镇,工业大道北
 佛山市南海区九江森意小食店,粤餐证字2013440605002475,2016-07-24,佛山市南海区九江镇下西侯王村南约旧丝厂1、2号铺,小吃店 ,22.830151,113.000261,九江镇,洪圣村路
